s,NOME AGÊNCIA,ENDEREÇO,CIDADE,TIPO,AMBIENTE,ANDAR,CAPACIDADE,QUANTIDADE,MANTENEDORA,VENCIMENTO RECARGA,TESTE HIDROSTÁTICO,MEMORIAL
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,H²O,RETAGUARDA,1º ANDAR,4KG,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,H²O,GERÊNCIA,1º ANDAR,4KG,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,PÓ QUIMICO,GERÊNCIA,1º ANDAR,10L,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,H²O,RETAGUARDA,1º ANDAR,10L,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,PÓ QUIMICO,RETAGUARDA,1º ANDAR,6KG,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,H²O,RETAGUARDA,1º ANDAR,10L,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,PÓ QUIMICO,RETAGUARDA,1º ANDAR,4KG,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,H²O,GERÊNCIA,1º ANDAR,10L,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,PÓ QUIMICO,GERÊNCIA,1º ANDAR,4KG,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,PÓ QUIMICO,GERÊNCIA,1º ANDAR,6KG,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,PÓ QUIMICO,GERÊNCIA,1º ANDAR,4KG,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,PÓ QUIMICO,GERÊNCIA,1º ANDAR,6KG,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,PÓ QUIMICO,GERÊNCIA,1º ANDAR,4KG,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
13704,LAURO DE FREITAS,PCA JOAO THIAGO DOS SANTOS 471,LAURO DE FREITAS,CO²,SALA TECNICA,1° ANDAR,6KG,1,LACORTH,21/05/2021,01/04/2021,NÃO ENCONTRADO
13704,LAURO DE FREITAS,PCA JOAO THIAGO DOS SANTOS 471,LAURO DE FREITAS,CO²,SALA TECNICA,1° ANDAR,6KG,1,LACORTH,21/05/2021,01/04/2021,NÃO ENCONTRADO
13704,LAURO DE FREITAS,PCA JOAO THIAGO DOS SANTOS 471,LAURO DE FREITAS,CO²,CASA DE MAQUINAS,1° ANDAR,6KG,1,LACORTH,21/05/2021,01/04/2021,NÃO ENCONTRADO
13704,LAURO DE FREITAS,PCA JOAO THIAGO DOS SANTOS 471,LAURO DE FREITAS,PO BC,RETAGUARDA,1° ANDAR,12KG,1,LACORTH,21/05/2021,01/04/2021,NÃO ENCONTRADO
13704,LAURO DE FREITAS,PCA JOAO THIAGO DOS SANTOS 471,LAURO DE FREITAS,CO²,CAIXA,1° ANDAR,6KG,1,LACORTH,21/05/2021,01/04/2021,NÃO ENCONTRADO
13704,LAURO DE FREITAS,PCA JOAO THIAGO DOS SANTOS 471,LAURO DE FREITAS,CO²,CAIXA,1° ANDAR,6KG,1,LACORTH,21/05/2021,01/04/2021,NÃO ENCONTRADO
13704,LAURO DE FREITAS,PCA JOAO THIAGO DOS SANTOS 471,LAURO DE FREITAS,H²O,CAIXA,1° ANDAR,10L,1,LACORTH,21/05/2021,01/04/2021,NÃO ENCONTRADO
13704,LAURO DE FREITAS,PCA JOAO THIAGO DOS SANTOS 471,LAURO DE FREITAS,PO BC,CAIXA,1° ANDAR,4KG,1,LACORTH,21/05/2021,01/04/2021,NÃO ENCONTRADO
13704,LAURO DE FREITAS,PCA JOAO THIAGO DOS SANTOS 471,LAURO DE FREITAS,PO BC,GERENCIA,1° ANDAR,4KG,1,LACORTH,21/05/2021,01/04/2021,NÃO ENCONTRADO
13704,LAURO DE FREITAS,PCA JOAO THIAGO DOS SANTOS 471,LAURO DE FREITAS,PO BC,GERENCIA,1° ANDAR,4KG,1,LACORTH,21/05/2021,01/04/2021,NÃO ENCONTRADO
11877,SELECT FEIRA DE SANTANA,AV GETULIO VARGAS 768,FEIRA DE SANTANA,PO ABC,COPA,1° ANDAR,6KG,1,LACORTH,20/08/2021,01/07/2020,NÃO ENCONTRADO
11877,SELECT FEIRA DE SANTANA,AV GETULIO VARGAS 768,FEIRA DE SANTANA,H²O,RETAGUARDA,1° ANDAR,10L,1,LACORTH,20/09/2021,01/08/2020,NÃO ENCONTRADO
11877,SELECT FEIRA DE SANTANA,AV GETULIO VARGAS 768,FEIRA DE SANTANA,PO BC,RETAGUARDA,1° ANDAR,8KG,1,LACORTH,20/09/2021,01/08/2020,NÃO ENCONTRADO
11877,SELECT FEIRA DE SANTANA,AV GETULIO VARGAS 768,FEIRA DE SANTANA,CO²,RETAGUARDA,1° ANDAR,8KG,1,LACORTH,20/09/2021,01/08/2020,NÃO ENCONTRADO
11877,SELECT FEIRA DE SANTANA,AV GETULIO VARGAS 768,FEIRA DE SANTANA,PO ABC,GERENCIA,1° ANDAR,6KG,1,LACORTH,20/08/2021,01/07/2020,NÃO ENCONTRADO
11877,SELECT FEIRA DE SANTANA,AV GETULIO VARGAS 768,FEIRA DE SANTANA,CO²,GERENCIA,1° ANDAR,6KG,1,LACORTH,20/08/2021,01/07/2020,NÃO ENCONTRADO
11877,SELECT FEIRA DE SANTANA,AV GETULIO VARGAS 768,FEIRA DE SANTANA,PO ABC,GERENCIA,1° ANDAR,6KG,1,LACORTH,20/08/2021,01/07/2020,NÃO ENCONTRADO
11877,SELECT FEIRA DE SANTANA,AV GETULIO VARGAS 768,FEIRA DE SANTANA,H²O,GERENCIA,1° ANDAR,10L,1,LACORTH,20/08/2021,01/07/2020,NÃO ENCONTRADO
11877,SELECT FEIRA DE SANTANA,AV GETULIO VARGAS 768,FEIRA DE SANTANA,H²O,VAN GOGH,1° ANDAR,10L,1,LACORTH,20/09/2021,01/08/2020,NÃO ENCONTRADO
11877,SELECT FEIRA DE SANTANA,AV GETULIO VARGAS 768,FEIRA DE SANTANA,CO²,VAN GOGH,1° ANDAR,6KG,1,LACORTH,20/08/2021,01/07/2020,NÃO ENCONTRADO
11877,SELECT FEIRA DE SANTANA,AV GETULIO VARGAS 768,FEIRA DE SANTANA,PO ABC,RETAGUARDA,1° ANDAR,6KG,1,LACORTH,20/08/2021,01/07/2020,NÃO ENCONTRADO
11809,SELECT BARRA-SALVADOR,AV ALMIRANTE MARQUES DE LEAO 350,SALVADOR,PÓ QUIMICO,GERENCIA,1° ANDAR,11KG,1,LACORTH,21/05/2021,01/05/2021,NÃO ENCONTRADO
11809,SELECT BARRA-SALVADOR,AV ALMIRANTE MARQUES DE LEAO 350,SALVADOR,PÓ QUIMICO,GERENCIA,1° ANDAR,8KG,1,LACORTH,21/05/2021,01/05/2021,NÃO ENCONTRADO
11809,SELECT BARRA-SALVADOR,AV ALMIRANTE MARQUES DE LEAO 350,SALVADOR,PÓ QUIMICO,GERENCIA,1° ANDAR,12KG,1,LACORTH,21/05/2021,01/05/2021,NÃO ENCONTRADO
11809,SELECT BARRA-SALVADOR,AV ALMIRANTE MARQUES DE LEAO 350,SALVADOR,PÓ QUIMICO,ENTRADA,1° ANDAR,4KG,1,LACORTH,21/05/2021,01/05/2021,NÃO ENCONTRADO
11809,SELECT BARRA-SALVADOR,AV ALMIRANTE MARQUES DE LEAO 350,SALVADOR,H²O,ENTRADA,1° ANDAR,10L,1,LACORTH,21/05/2021,01/05/2021,NÃO ENCONTRADO
11809,SELECT BARRA-SALVADOR,AV ALMIRANTE MARQUES DE LEAO 350,SALVADOR,PÓ QUIMICO,ATM,1° ANDAR,4KG,1,LACORTH,21/05/2021,01/05/2021,NÃO ENCONTRADO
11809,SELECT BARRA-SALVADOR,AV ALMIRANTE MARQUES DE LEAO 350,SALVADOR,PÓ QUIMICO,BACK OFFICE,1° ANDAR,10KG,1,LACORTH,21/05/2021,01/05/2021,NÃO ENCONTRADO
1,rafael,testando,qual,a,planilha,certa,a,i,vamos,ver,qual,é
